Team,RoundOrder,Date,Year,Total Points,Cumulative Points
Brisbane Lions,21,12/8/2017,2017,22.1,260.12
Brisbane Lions,21,13/8/2016,2016,15.9,235.74
Brisbane Lions,21,16/8/2014,2014,18.15,211.69
Brisbane Lions,21,17/8/2013,2013,18.15,250.88
Brisbane Lions,21,18/8/2012,2012,13.17,252.83
Brisbane Lions,21,22/8/2015,2015,6.8,206.26
Brisbane Lions,21,6/8/2023,2023,11.11,278.89
Brisbane Lions,21,7/8/2022,2022,17.12,306.19
Brisbane Lions,21,8/8/2021,2021,18.1,278.55
Brisbane Lions,22,12/8/2022,2022,12.9,319.09000000000003
Brisbane Lions,22,12/8/2023,2023,15.9,294.79
Brisbane Lions,22,14/8/2021,2021,22.1,300.65
Brisbane Lions,22,17/8/2019,2019,10.15,284.31
Brisbane Lions,22,18/8/2018,2018,10.18,262.63
Brisbane Lions,22,20/8/2017,2017,14.7,274.82
Brisbane Lions,22,21/8/2016,2016,10.9,246.64
Brisbane Lions,22,24/8/2014,2014,6.12,217.81
Brisbane Lions,22,25/8/2012,2012,16.8,269.63
Brisbane Lions,22,25/8/2013,2013,15.1,265.98
Brisbane Lions,22,29/8/2015,2015,9.8,216.06
Brisbane Lions,23,18/8/2023,2023,19.1,313.89
Brisbane Lions,23,19/8/2022,2022,8.9,327.99
Brisbane Lions,23,2/9/2012,2012,19.14,288.77
Brisbane Lions,23,21/8/2021,2021,19.11,319.76
Brisbane Lions,23,25/8/2019,2019,8.7,293.01
Brisbane Lions,23,26/8/2017,2017,11.13,285.95
Brisbane Lions,23,26/8/2018,2018,11.6,274.23
Brisbane Lions,23,28/8/2016,2016,15.13,261.77
Brisbane Lions,23,30/8/2014,2014,12.9,230.71
Brisbane Lions,23,31/8/2013,2013,17.9,283.88
Brisbane Lions,23,5/9/2015,2015,19.16,235.22
Brisbane Lions,24,26/8/2023,2023,9.18,323.07
Brisbane Lions,25,1/9/2022,2022,16.1,344.09000000000003
Brisbane Lions,26,2/10/2020,2020,10.9,181.17
Brisbane Lions,26,28/8/2021,2021,9.6,329.36
Brisbane Lions,26,7/9/2019,2019,8.17,301.18
Brisbane Lions,26,9/9/2023,2023,19.9,342.97
Brisbane Lions,27,14/9/2019,2019,11.14,312.32
Brisbane Lions,27,4/9/2021,2021,11.12,340.48
Brisbane Lions,27,9/9/2022,2022,14.8,358.89
Brisbane Lions,28,16/9/2022,2022,7.7,366.59000000000003
Brisbane Lions,28,17/10/2020,2020,6.6,187.77
Brisbane Lions,28,23/9/2023,2023,11.13,354.1
Brisbane Lions,29,30/9/2023,2023,13.8,367.9
Carlton,1,16/3/2014,2014,12.15,12.15
Carlton,1,16/3/2023,2023,8.1,8.1
Carlton,1,17/3/2022,2022,14.17,14.17
Carlton,1,18/3/2021,2021,11.14,11.14
Carlton,1,19/3/2020,2020,12.9,12.9
Carlton,1,2/4/2015,2015,11.12,11.12
Carlton,1,21/3/2019,2019,9.1,9.1
Carlton,1,22/3/2018,2018,15.5,15.5
Carlton,1,23/3/2017,2017,14.5,14.5
Carlton,1,24/3/2016,2016,12.11,12.11
Carlton,1,28/3/2013,2013,14.17,14.17
Carlton,1,29/3/2012,2012,18.17,18.17
Carlton,2,10/4/2015,2015,9.8,20.92
Carlton,2,13/6/2020,2020,7.11,20.01
Carlton,2,2/4/2017,2017,9.1,23.6
Carlton,2,23/3/2023,2023,13.12,21.22
Carlton,2,24/3/2022,2022,16.6,30.770000000000003
Carlton,2,25/3/2021,2021,13.7,24.84
Carlton,2,27/3/2014,2014,12.14,24.29
Carlton,2,3/4/2016,2016,10.11,22.22
Carlton,2,30/3/2019,2019,11.6,20.7
Carlton,2,31/3/2018,2018,9.13,24.630000000000003
Carlton,2,5/4/2012,2012,23.16,41.33
Carlton,2,7/4/2013,2013,15.1,29.27
Carlton,3,1/4/2023,2023,9.2,30.419999999999998
Carlton,3,13/4/2012,2012,18.14,59.47
Carlton,3,13/4/2013,2013,15.13,44.4
Carlton,3,18/4/2015,2015,11.18,32.1
Carlton,3,20/6/2020,2020,12.7,32.71
Carlton,3,3/4/2022,2022,11.8,42.57000000000001
Carlton,3,4/4/2021,2021,16.13,40.97
Carlton,3,6/4/2014,2014,8.9,33.19
Carlton,3,6/4/2018,2018,11.1,35.730000000000004
Carlton,3,6/4/2019,2019,10.14,30.84
Carlton,3,9/4/2016,2016,5.11,27.33
Carlton,3,9/4/2017,2017,7.15,30.75
Carlton,4,10/4/2021,2021,9.16,50.129999999999995
Carlton,4,10/4/2022,2022,8.14,50.71000000000001
Carlton,4,12/4/2014,2014,7.16,40.35
Carlton,4,14/4/2018,2018,4.6,40.33
Carlton,4,14/4/2019,2019,8.9,39.74
Carlton,4,15/4/2017,2017,12.1,42.85
Carlton,4,16/4/2016,2016,7.7,35.03
Carlton,4,20/4/2013,2013,12.17,56.57
Carlton,4,21/4/2012,2012,11.13,70.60000000000001
Carlton,4,25/4/2015,2015,18.13,50.23
Carlton,4,27/6/2020,2020,7.1,39.81
Carlton,4,7/4/2023,2023,16.11,46.53
Carlton,5,1/5/2015,2015,6.9,57.129999999999995
Carlton,5,13/4/2023,2023,9.8,56.33
Carlton,5,17/4/2021,2021,9.14,59.269999999999996
Carlton,5,17/4/2022,2022,14.1,64.81
Carlton,5,2/7/2020,2020,8.7,48.51
Carlton,5,20/4/2014,2014,18.11,58.46
Carlton,5,21/4/2017,2017,6.11,48.96
Carlton,5,21/4/2018,2018,10.9,51.230000000000004
Carlton,5,21/4/2019,2019,15.11,54.85
Carlton,5,24/4/2016,2016,10.12,45.15
Carlton,5,27/4/2012,2012,10.5,81.10000000000001
Carlton,5,27/4/2013,2013,17.13,73.7
Carlton,6,1/5/2016,2016,10.12,55.269999999999996
Carlton,6,10/5/2015,2015,11.9,69.03
Carlton,6,12/7/2020,2020,16.7,65.21000000000001
Carlton,6,23/4/2022,2022,9.8,74.61
Carlton,6,23/4/2023,2023,8.12,64.45
Carlton,6,24/4/2021,2021,12.13,71.4
Carlton,6,26/4/2014,2014,14.8,73.26
Carlton,6,27/4/2018,2018,8.11,59.34
Carlton,6,28/4/2019,2019,13.1,67.95
Carlton,6,29/4/2017,2017,15.7,64.66
Carlton,6,5/5/2013,2013,18.13,91.83
Carlton,6,6/5/2012,2012,15.2,96.3
Carlton,7,13/5/2013,2013,9.14,100.97
Carlton,7,14/5/2012,2012,14.14,110.44
Carlton,7,16/5/2015,2015,9.3,78.33
Carlton,7,19/7/2020,2020,9.7,74.91
Carlton,7,2/5/2014,2014,10.1,83.36
Carlton,7,2/5/2021,2021,19.9,91.3
Carlton,7,29/4/2023,2023,23.14,87.59
Carlton,7,30/4/2022,2022,17.12,91.73
Carlton,7,5/5/2018,2018,10.1,69.44
Carlton,7,5/5/2019,2019,8.14,76.09
Carlton,7,6/5/2017,2017,12.7,77.36
Carlton,7,7/5/2016,2016,15.9,71.17
Carlton,8,11/5/2019,2019,13.9,89.99
Carlton,8,12/5/2014,2014,15.11,98.47
Carlton,8,12/5/2018,2018,14.7,84.14
Carlton,8,13/5/2017,2017,10.6,87.96
Carlton,8,15/5/2016,2016,14.9,86.07
Carlton,8,19/5/2013,2013,16.13,117.1
Carlton,8,20/5/2012,2012,8.7,119.14
Carlton,8,22/5/2015,2015,9.9,88.23
Carlton,8,25/7/2020,2020,9.1,84.01
Carlton,8,5/5/2023,2023,11.8,99.39
Carlton,8,8/5/2022,2022,17.14,108.87
Carlton,8,9/5/2021,2021,13.13,104.42999999999999
Carlton,9,13/5/2023,2023,8.11,107.5
Carlton,9,15/5/2022,2022,15.15,124.02000000000001
Carlton,9,16/5/2021,2021,10.8,115.23
Carlton,9,19/5/2019,2019,7.3,97.29
Carlton,9,20/5/2018,2018,7.8,91.94
Carlton,9,21/5/2016,2016,6.1,92.17
Carlton,9,21/5/2017,2017,7.9,95.86
Carlton,9,25/5/2013,2013,13.2,130.3
Carlton,9,27/5/2012,2012,15.17,134.31
Carlton,9,29/5/2015,2015,9.8,98.03
Carlton,9,31/7/2020,2020,9.4,93.41
Carlton,10,1/6/2013,2013,22.16,152.46
Carlton,10,2/6/2012,2012,6.9,141.21
Carlton,10,20/5/2022,2022,15.12,139.14000000000001
Carlton,10,21/5/2023,2023,7.15,114.64999999999999
Carlton,10,22/5/2021,2021,13.8,129.03
Carlton,10,25/5/2014,2014,12.9,111.37
Carlton,10,26/5/2018,2018,5.15,97.09
Carlton,10,26/5/2019,2019,8.7,105.99
Carlton,10,28/5/2017,2017,15.6,111.46
Carlton,10,29/5/2016,2016,16.8,108.97
Carlton,10,6/6/2015,2015,14.6,112.63
Carlton,11,1/6/2018,2018,9.7,106.78999999999999
Carlton,11,2/6/2019,2019,4.9,110.89
Carlton,11,26/5/2023,2023,6.15,120.8
Carlton,11,29/5/2022,2022,11.9,151.04
Carlton,11,30/5/2021,2021,11.12,140.15
Carlton,11,31/5/2014,2014,13.13,124.5
Carlton,11,4/6/2016,2016,16.6,125.57
Carlton,11,7/6/2013,2013,10.12,162.57999999999998
Carlton,11,8/6/2012,2012,11.19,152.4
Carlton,11,9/8/2020,2020,7.8,101.21
Carlton,12,11/6/2017,2017,10.11,121.57
Carlton,12,12/6/2016,2016,12.6,138.17
Carlton,12,14/6/2012,2012,10.9,163.3
Carlton,12,14/6/2013,2013,13.9,176.48
Carlton,12,15/8/2020,2020,5.1,106.31
Carlton,12,2/6/2023,2023,6.8,127.6
Carlton,12,20/6/2015,2015,17.8,130.43
Carlton,12,6/6/2014,2014,15.12,139.62
Carlton,12,6/6/2021,2021,10.13,150.28
Carlton,12,8/6/2019,2019,11.12,122.00999999999999
Carlton,13,10/6/2022,2022,12.8,163.84
Carlton,13,11/6/2023,2023,6.16,133.76
Carlton,13,13/6/2014,2014,13.12,152.74
Carlton,13,15/6/2019,2019,15.1,137.10999999999999
Carlton,13,16/6/2018,2018,6.1,112.89
Carlton,13,17/6/2017,2017,12.11,133.68
Carlton,13,21/8/2020,2020,7.18,113.49
Carlton,13,28/6/2015,2015,14.19,144.62
Carlton,14,16/6/2022,2022,9.12,172.96
Carlton,14,18/6/2023,2023,18.12,151.88
Carlton,14,19/6/2021,2021,9.12,159.4
Carlton,14,22/6/2014,2014,14.8,167.54
Carlton,14,24/6/2018,2018,9.5,122.39
Carlton,14,25/6/2016,2016,9.11,147.28
Carlton,14,25/6/2017,2017,8.1,141.78
Carlton,14,28/6/2013,2013,5.13,181.60999999999999
Carlton,14,29/6/2012,2012,10.1,173.4
Carlton,14,30/8/2020,2020,7.6,121.09
Carlton,14,4/7/2015,2015,7.11,151.73
Carlton,15,1/7/2017,2017,12.5,154.28
Carlton,15,10/7/2015,2015,5.11,156.84
Carlton,15,2/7/2016,2016,6.9,154.18
Carlton,15,25/6/2022,2022,12.9,185.86
Carlton,15,27/6/2021,2021,12.11,171.51
Carlton,15,29/6/2014,2014,11.1,178.64
Carlton,15,3/9/2020,2020,5.9,126.99
Carlton,15,30/6/2018,2018,10.9,133.29
Carlton,15,30/6/2019,2019,11.13,148.24
Carlton,15,5/7/2013,2013,12.5,194.10999999999999
Carlton,15,6/7/2012,2012,12.13,185.53
Carlton,16,1/7/2022,2022,10.18,196.04
Carlton,16,10/7/2016,2016,7.5,161.68
Carlton,16,13/7/2012,2012,14.12,199.65
Carlton,16,13/7/2013,2013,16.14,210.25
Carlton,16,18/7/2015,2015,8.5,165.34
Carlton,16,2/7/2023,2023,17.1,168.98
Carlton,16,3/7/2021,2021,12.8,184.31
Carlton,16,6/7/2014,2014,24.7,203.34
Carlton,16,7/7/2018,2018,7.13,140.42
Carlton,16,7/7/2019,2019,15.1,163.34
Carlton,16,8/9/2020,2020,8.9,135.89
Carlton,16,9/7/2017,2017,12.1,166.38
Carlton,17,10/7/2021,2021,5.14,189.45
Carlton,17,10/7/2022,2022,17.14,213.18
Carlton,17,12/7/2014,2014,7.9,211.24
Carlton,17,13/7/2018,2018,7.1,147.52
Carlton,17,13/7/2019,2019,9.15,172.49
Carlton,17,13/9/2020,2020,8.8,144.69
Carlton,17,16/7/2017,2017,9.8,176.18
Carlton,17,17/7/2016,2016,11.9,173.58
Carlton,17,19/7/2013,2013,16.13,226.38
Carlton,17,21/7/2012,2012,16.6,216.25
Carlton,17,24/7/2015,2015,4.11,169.45
Carlton,17,9/7/2023,2023,14.14,183.12
Carlton,18,1/8/2015,2015,8.6,178.05
Carlton,18,15/7/2023,2023,18.14,201.26
Carlton,18,16/7/2022,2022,8.7,221.88
Carlton,18,18/7/2014,2014,16.13,227.37
Carlton,18,18/7/2021,2021,13.13,202.57999999999998
Carlton,18,19/9/2020,2020,10.1,154.79
Carlton,18,20/7/2019,2019,15.9,188.39
Carlton,18,22/7/2018,2018,7.1,154.62
Carlton,18,23/7/2016,2016,10.8,184.38
Carlton,18,23/7/2017,2017,11.16,187.34
Carlton,18,27/7/2013,2013,16.24,242.62
Carlton,18,28/7/2012,2012,14.11,230.36
Carlton,19,22/7/2023,2023,21.14,222.4
Carlton,19,24/7/2021,2021,11.11,213.69
Carlton,19,24/7/2022,2022,13.12,235.0
Carlton,19,27/7/2019,2019,13.9,202.29
Carlton,19,28/7/2018,2018,12.7,167.32
Carlton,19,29/7/2017,2017,8.1,195.44
Carlton,19,3/8/2013,2013,12.8,255.42
Carlton,19,30/7/2016,2016,7.13,191.51
Carlton,19,31/7/2014,2014,11.12,238.49
Carlton,19,5/8/2012,2012,10.11,240.47
Carlton,19,8/8/2015,2015,13.9,191.95
Carlton,20,10/8/2013,2013,13.11,268.53
Carlton,20,11/8/2012,2012,17.11,257.58
Carlton,20,15/8/2015,2015,9.13,201.08
Carlton,20,28/7/2023,2023,14.9,237.3
Carlton,20,30/7/2021,2021,18.4,232.09
Carlton,20,30/7/2022,2022,8.7,243.70000000000002
Carlton,20,4/8/2019,2019,11.9,214.19
Carlton,20,5/8/2017,2017,11.1,206.54
Carlton,20,5/8/2018,2018,7.4,174.72
Carlton,20,7/8/2016,2016,7.9,199.41
Carlton,20,9/8/2014,2014,14.13,252.62
Carlton,21,11/8/2019,2019,6.9,221.09
Carlton,21,12/8/2017,2017,12.11,218.65
Carlton,21,12/8/2018,2018,10.12,184.84
Carlton,21,13/8/2016,2016,13.17,212.58
Carlton,21,15/8/2014,2014,11.1,263.71999999999997
Carlton,21,17/8/2013,2013,16.1,284.63
Carlton,21,18/8/2012,2012,24.12,281.7
Carlton,21,23/8/2015,2015,12.6,213.68
Carlton,21,6/8/2023,2023,10.13,247.43
Carlton,21,7/8/2021,2021,8.9,240.99
Carlton,21,7/8/2022,2022,12.9,256.6
Carlton,22,12/8/2023,2023,9.6,257.03000000000003
Carlton,22,13/8/2022,2022,10.14,266.74
Carlton,22,14/8/2021,2021,5.15,246.14
Carlton,22,17/8/2019,2019,11.12,232.21
Carlton,22,19/8/2017,2017,12.5,231.15
Carlton,22,19/8/2018,2018,7.7,192.54
Carlton,22,21/8/2016,2016,11.12,223.7
Carlton,22,22/8/2014,2014,5.7,269.42
Carlton,22,24/8/2013,2013,9.22,293.85
Carlton,22,25/8/2012,2012,11.2,292.9
Carlton,22,29/8/2015,2015,7.9,221.58
Carlton,23,19/8/2023,2023,13.13,270.16
Carlton,23,2/9/2012,2012,12.19,305.09
Carlton,23,21/8/2021,2021,11.9,258.04
Carlton,23,21/8/2022,2022,10.14,276.88
Carlton,23,24/8/2019,2019,8.13,240.34
Carlton,23,25/8/2018,2018,8.13,200.67
Carlton,23,26/8/2017,2017,8.9,240.05
Carlton,23,27/8/2016,2016,10.19,233.89
Carlton,23,30/8/2014,2014,14.6,284.02
Carlton,23,31/8/2013,2013,15.14,308.99
Carlton,23,5/9/2015,2015,8.8,230.38
Carlton,24,27/8/2023,2023,11.7,281.86
Carlton,25,8/9/2013,2013,18.8,327.79
Carlton,25,8/9/2023,2023,11.8,293.66
Carlton,27,14/9/2013,2013,8.14,335.93
Carlton,27,15/9/2023,2023,11.7,305.36
Carlton,28,23/9/2023,2023,9.9,315.26
Collingwood,1,14/3/2014,2014,5.16,5.16
Collingwood,1,17/3/2023,2023,19.11,19.11
Collingwood,1,18/3/2022,2022,15.12,15.12
Collingwood,1,19/3/2021,2021,7.11,7.11
Collingwood,1,20/3/2020,2020,13.8,13.8
Collingwood,1,22/3/2019,2019,9.11,9.11
Collingwood,1,24/3/2017,2017,12.14,12.14
Collingwood,1,24/3/2018,2018,9.13,9.13
Collingwood,1,26/3/2016,2016,7.11,7.11
Collingwood,1,30/3/2012,2012,16.19,16.19
Collingwood,1,31/3/2013,2013,15.13,15.13
Collingwood,1,4/4/2015,2015,12.14,12.14
Collingwood,2,1/4/2016,2016,13.9,21.01
Collingwood,2,11/4/2015,2015,9.9,22.04
Collingwood,2,11/6/2020,2020,5.6,19.4
Collingwood,2,25/3/2021,2021,16.1,23.21
Collingwood,2,25/3/2023,2023,21.9,41.01
Collingwood,2,26/3/2022,2022,15.1,30.22
Collingwood,2,28/3/2019,2019,17.8,26.91
Collingwood,2,29/3/2014,2014,12.17,17.33
Collingwood,2,30/3/2017,2017,11.14,23.28
Collingwood,2,31/3/2018,2018,12.7,21.83
Collingwood,2,7/4/2012,2012,12.13,28.32
Collingwood,2,7/4/2013,2013,17.15,32.28
Collingwood,3,1/4/2021,2021,11.6,34.81
Collingwood,3,13/4/2012,2012,9.8,38.120000000000005
Collingwood,3,14/4/2013,2013,13.12,45.4
Collingwood,3,17/4/2015,2015,21.14,43.18
Collingwood,3,2/4/2022,2022,13.13,43.35
Collingwood,3,20/6/2020,2020,12.9,32.3
Collingwood,3,31/3/2023,2023,8.15,49.16
Collingwood,3,5/4/2014,2014,11.1,28.43
Collingwood,3,6/4/2018,2018,16.4,38.23
Collingwood,3,6/4/2019,2019,11.1,38.01
Collingwood,3,7/4/2017,2017,11.14,34.42
Collingwood,3,9/4/2016,2016,14.6,35.61
Collingwood,4,10/4/2021,2021,9.6,44.41
Collingwood,4,11/4/2014,2014,16.14,44.57
Collingwood,4,12/4/2019,2019,11.12,49.129999999999995
Collingwood,4,13/4/2018,2018,16.1,54.33
Collingwood,4,16/4/2017,2017,7.13,41.550000000000004
Collingwood,4,17/4/2016,2016,9.13,44.74
Collingwood,4,20/4/2013,2013,16.17,61.57
Collingwood,4,21/4/2012,2012,14.13,52.25
Collingwood,4,25/4/2015,2015,9.15,52.33
Collingwood,4,26/6/2020,2020,9.1,41.4
Collingwood,4,6/4/2023,2023,11.17,60.33
Collingwood,4,9/4/2022,2022,10.14,53.49
Collingwood,5,1/5/2015,2015,18.12,70.45
Collingwood,5,14/4/2022,2022,14.7,68.19
Collingwood,5,16/4/2021,2021,11.1,55.51
Collingwood,5,16/4/2023,2023,10.1,70.42999999999999
Collingwood,5,18/4/2019,2019,18.15,67.28
Collingwood,5,19/4/2014,2014,13.15,57.72
Collingwood,5,25/4/2012,2012,11.14,63.39
Collingwood,5,25/4/2013,2013,10.15,71.72
Collingwood,5,25/4/2016,2016,22.1,66.84
Collingwood,5,25/4/2017,2017,11.16,52.71
Collingwood,5,25/4/2018,2018,14.17,68.5
Collingwood,5,3/7/2020,2020,7.6,49.0
Collingwood,6,1/5/2016,2016,9.8,76.64
Collingwood,6,10/7/2020,2020,8.11,57.11
Collingwood,6,25/4/2014,2014,12.11,69.83
Collingwood,6,25/4/2019,2019,10.13,77.41
Collingwood,6,25/4/2021,2021,13.7,69.21
Collingwood,6,25/4/2022,2022,15.3,83.49
Collingwood,6,25/4/2023,2023,13.12,83.55
Collingwood,6,29/4/2018,2018,10.1,78.6
Collingwood,6,3/5/2013,2013,15.13,86.85
Collingwood,6,30/4/2017,2017,15.17,67.88
Collingwood,6,4/5/2012,2012,15.8,79.19
Collingwood,6,8/5/2015,2015,8.11,78.56
Collingwood,7,1/5/2021,2021,7.13,76.34
Collingwood,7,1/5/2022,2022,17.13,100.62
Collingwood,7,11/5/2013,2013,10.13,96.98
Collingwood,7,12/5/2012,2012,17.14,96.33000000000001
Collingwood,7,16/7/2020,2020,8.9,66.01
Collingwood,7,17/5/2015,2015,15.1,93.66
Collingwood,7,2/5/2014,2014,14.2,84.03
Collingwood,7,3/5/2019,2019,15.18,92.59
Collingwood,7,30/4/2023,2023,8.11,91.66
Collingwood,7,6/5/2017,2017,8.8,76.68
Collingwood,7,6/5/2018,2018,19.7,98.3
Collingwood,7,7/5/2016,2016,12.12,88.76
Collingwood,8,11/5/2019,2019,16.1,108.69
Collingwood,8,13/5/2017,2017,15.9,92.58
Collingwood,8,13/5/2018,2018,5.15,103.45
Collingwood,8,14/5/2016,2016,20.23,108.99000000000001
Collingwood,8,18/5/2012,2012,14.12,110.45
Collingwood,8,18/5/2013,2013,15.12,112.1
Collingwood,8,23/5/2015,2015,20.12,113.78
Collingwood,8,26/7/2020,2020,6.9,72.91
Collingwood,8,7/5/2022,2022,12.14,112.75999999999999
Collingwood,8,7/5/2023,2023,11.11,102.77
Collingwood,8,8/5/2021,2021,14.1,90.44
Collingwood,9,13/5/2022,2022,7.9,120.66
Collingwood,9,14/5/2023,2023,18.12,120.89
Collingwood,9,15/5/2014,2014,7.13,91.16
Collingwood,9,15/5/2021,2021,5.12,95.56
Collingwood,9,18/5/2019,2019,17.1,125.78999999999999
Collingwood,9,19/5/2018,2018,15.1,118.55
Collingwood,9,2/8/2020,2020,7.7,80.61
Collingwood,9,20/5/2017,2017,13.12,105.7
Collingwood,9,21/5/2016,2016,16.8,125.79
Collingwood,9,24/5/2013,2013,8.7,120.8
Collingwood,9,26/5/2012,2012,10.15,120.60000000000001
Collingwood,9,31/5/2015,2015,17.1,130.88
Collingwood,10,21/5/2023,2023,13.7,134.59
Collingwood,10,22/5/2022,2022,12.8,133.46
Collingwood,10,23/5/2021,2021,8.1,103.66
Collingwood,10,24/5/2014,2014,17.7,108.86
Collingwood,10,24/5/2019,2019,11.14,136.93
Collingwood,10,25/5/2018,2018,13.12,131.67
Collingwood,10,28/5/2017,2017,18.21,123.91
Collingwood,10,29/5/2016,2016,7.11,132.9
Collingwood,10,3/6/2012,2012,23.11,143.71
Collingwood,10,31/5/2013,2013,14.16,134.96
Collingwood,10,6/8/2020,2020,6.14,86.75
Collingwood,10,8/6/2015,2015,17.8,148.68
Collingwood,11,1/6/2019,2019,11.9,148.83
Collingwood,11,10/6/2013,2013,17.2,152.16
Collingwood,11,11/6/2012,2012,19.15,162.86
Collingwood,11,11/8/2020,2020,10.2,96.95
Collingwood,11,14/6/2015,2015,18.11,166.79
Collingwood,11,28/5/2023,2023,16.9,151.49
Collingwood,11,29/5/2021,2021,6.15,109.81
Collingwood,11,29/5/2022,2022,11.13,144.59
Collingwood,11,3/6/2018,2018,21.12,152.79
Collingwood,11,30/5/2014,2014,21.14,130.0
Collingwood,11,4/6/2017,2017,15.15,139.06
Collingwood,11,5/6/2016,2016,7.16,140.06
Collingwood,12,10/6/2019,2019,15.8,164.63
Collingwood,12,11/6/2018,2018,20.13,172.92
Collingwood,12,12/6/2017,2017,15.1,154.16
Collingwood,12,13/6/2016,2016,8.1,148.16
Collingwood,12,15/8/2020,2020,6.8,103.75
Collingwood,12,16/6/2013,2013,15.9,168.06
Collingwood,12,3/6/2023,2023,18.12,169.60999999999999
Collingwood,12,5/6/2021,2021,12.6,122.41
Collingwood,12,5/6/2022,2022,10.12,154.71
Collingwood,12,9/6/2014,2014,8.13,138.13
Collingwood,13,12/6/2023,2023,9.8,179.41
Collingwood,13,13/6/2022,2022,12.1,166.81
Collingwood,13,14/6/2021,2021,11.14,133.55
Collingwood,13,15/6/2014,2014,15.8,153.93
Collingwood,13,23/6/2012,2012,12.13,174.99
Collingwood,13,24/8/2020,2020,10.5,114.25
Collingwood,13,25/6/2015,2015,11.7,178.49
Collingwood,14,21/6/2014,2014,13.8,167.73
Collingwood,14,23/6/2019,2019,13.4,178.03
Collingwood,14,24/6/2016,2016,12.13,160.29
Collingwood,14,24/6/2017,2017,9.8,163.96
Collingwood,14,24/6/2018,2018,11.13,184.05
Collingwood,14,29/6/2013,2013,7.9,175.96
Collingwood,14,3/7/2015,2015,12.19,190.68
Collingwood,14,30/6/2012,2012,15.17,190.16
Collingwood,14,30/8/2020,2020,10.12,124.37
Collingwood,15,2/7/2016,2016,8.9,169.19
Collingwood,15,2/7/2017,2017,14.1,178.06
Collingwood,15,25/6/2023,2023,12.1,191.51
Collingwood,15,26/6/2021,2021,12.7,146.25
Collingwood,15,26/6/2022,2022,11.22,178.03
Collingwood,15,29/6/2014,2014,13.13,180.86
Collingwood,15,29/6/2019,2019,5.7,183.73
Collingwood,15,30/6/2018,2018,14.15,198.2
Collingwood,15,4/9/2020,2020,5.4,129.77
Collingwood,15,5/7/2013,2013,17.16,193.12
Collingwood,15,6/7/2012,2012,8.14,198.3
Collingwood,15,9/7/2015,2015,9.9,200.58
Collingwood,16,1/7/2023,2023,18.12,209.63
Collingwood,16,12/7/2013,2013,17.9,211.02
Collingwood,16,14/7/2012,2012,17.8,216.1
Collingwood,16,18/7/2015,2015,7.14,207.72
Collingwood,16,2/7/2022,2022,9.13,187.16
Collingwood,16,4/7/2021,2021,8.13,154.38
Collingwood,16,5/7/2014,2014,10.15,191.01
Collingwood,16,5/7/2019,2019,9.9,193.63
Collingwood,16,8/7/2017,2017,12.8,190.86
Collingwood,16,8/7/2018,2018,12.6,210.8
Collingwood,16,9/7/2016,2016,19.11,188.3
Collingwood,17,11/7/2021,2021,13.9,168.28
Collingwood,17,12/7/2019,2019,11.12,204.75
Collingwood,17,13/7/2014,2014,5.9,196.91
Collingwood,17,14/9/2020,2020,10.8,140.57
Collingwood,17,15/7/2017,2017,15.13,205.99
Collingwood,17,15/7/2018,2018,9.13,219.93
Collingwood,17,16/7/2016,2016,10.9,199.20000000000002
Collingwood,17,20/7/2013,2013,11.12,222.14
Collingwood,17,21/7/2012,2012,13.13,229.23000000000002
Collingwood,17,26/7/2015,2015,13.8,221.52
Collingwood,17,7/7/2023,2023,13.11,222.74
Collingwood,17,9/7/2022,2022,13.1,200.26
Collingwood,18,1/8/2015,2015,7.12,228.64000000000001
Collingwood,18,15/7/2023,2023,18.5,241.24
Collingwood,18,16/7/2022,2022,14.7,214.96
Collingwood,18,18/7/2021,2021,9.8,178.07999999999998
Collingwood,18,20/7/2019,2019,11.9,216.65
Collingwood,18,21/7/2018,2018,20.1,240.03
Collingwood,18,21/9/2020,2020,7.3,147.87
Collingwood,18,22/7/2016,2016,12.12,211.32
Collingwood,18,23/7/2017,2017,13.15,219.14000000000001
Collingwood,18,27/7/2013,2013,15.16,237.3
Collingwood,18,27/7/2014,2014,12.1,209.01
Collingwood,18,28/7/2012,2012,26.18,255.41
Collingwood,19,22/7/2023,2023,13.7,254.94
Collingwood,19,23/7/2021,2021,10.9,188.98
Collingwood,19,24/7/2022,2022,12.8,227.76
Collingwood,19,26/7/2019,2019,9.12,225.77
Collingwood,19,28/7/2018,2018,12.5,252.53
Collingwood,19,3/8/2014,2014,11.1,220.11
Collingwood,19,30/7/2016,2016,13.13,224.45000000000002
Collingwood,19,30/7/2017,2017,15.13,234.27
Collingwood,19,4/8/2012,2012,12.19,267.6
Collingwood,19,4/8/2013,2013,20.13,257.43
Collingwood,19,8/8/2015,2015,16.9,245.54
Collingwood,20,10/8/2013,2013,14.16,271.59
Collingwood,20,10/8/2014,2014,10.6,230.71
Collingwood,20,11/8/2012,2012,12.6,280.2
Collingwood,20,14/8/2015,2015,10.16,255.7
Collingwood,20,28/7/2023,2023,10.16,265.1
Collingwood,20,30/7/2022,2022,13.1,240.86
Collingwood,20,31/7/2021,2021,14.6,203.57999999999998
Collingwood,20,4/8/2018,2018,10.11,262.64
Collingwood,20,4/8/2019,2019,18.12,243.89
Collingwood,20,5/8/2016,2016,11.11,235.56
