Team,Round,Date,Year,Total Points,RoundOrder
Essendon,R6,1/5/2016,2016,8.9,6
Fremantle,R6,30/4/2016,2016,8.16,6
Geelong,R6,30/4/2016,2016,25.18,6
Gold Coast,R6,30/4/2016,2016,7.6,6
Greater Western Sydney,R6,30/4/2016,2016,24.14,6
Hawthorn,R6,30/4/2016,2016,12.11,6
Melbourne,R6,30/4/2016,2016,15.6,6
North Melbourne,R6,29/4/2016,2016,9.7,6
Port Adelaide,R6,30/4/2016,2016,13.16,6
Richmond,R6,30/4/2016,2016,8.11,6
St Kilda,R6,30/4/2016,2016,20.15,6
Sydney,R6,1/5/2016,2016,15.7,6
West Coast,R6,1/5/2016,2016,18.16,6
Western Bulldogs,R6,29/4/2016,2016,6.9,6
Adelaide,R7,7/5/2016,2016,17.6,7
Brisbane Lions,R7,8/5/2016,2016,7.17,7
Carlton,R7,7/5/2016,2016,15.9,7
Collingwood,R7,7/5/2016,2016,12.12,7
Essendon,R7,7/5/2016,2016,7.12,7
Fremantle,R7,7/5/2016,2016,11.11,7
Geelong,R7,7/5/2016,2016,18.15,7
Gold Coast,R7,7/5/2016,2016,14.3,7
Greater Western Sydney,R7,7/5/2016,2016,14.11,7
Hawthorn,R7,6/5/2016,2016,21.1,7
Melbourne,R7,7/5/2016,2016,24.16,7
North Melbourne,R7,8/5/2016,2016,11.16,7
Port Adelaide,R7,8/5/2016,2016,21.1,7
Richmond,R7,6/5/2016,2016,13.12,7
St Kilda,R7,8/5/2016,2016,11.9,7
Sydney,R7,7/5/2016,2016,20.15,7
West Coast,R7,7/5/2016,2016,12.7,7
Western Bulldogs,R7,7/5/2016,2016,18.15,7
Adelaide,R8,13/5/2016,2016,11.6,8
Brisbane Lions,R8,14/5/2016,2016,10.5,8
Carlton,R8,15/5/2016,2016,14.9,8
Collingwood,R8,14/5/2016,2016,20.23,8
Essendon,R8,14/5/2016,2016,8.12,8
Fremantle,R8,14/5/2016,2016,11.9,8
Geelong,R8,13/5/2016,2016,13.2,8
Gold Coast,R8,14/5/2016,2016,9.4,8
Greater Western Sydney,R8,14/5/2016,2016,22.17,8
Hawthorn,R8,14/5/2016,2016,17.14,8
Melbourne,R8,15/5/2016,2016,12.1,8
North Melbourne,R8,14/5/2016,2016,10.14,8
Port Adelaide,R8,15/5/2016,2016,13.13,8
Richmond,R8,14/5/2016,2016,14.17,8
St Kilda,R8,15/5/2016,2016,3.11,8
Sydney,R8,14/5/2016,2016,15.1,8
West Coast,R8,15/5/2016,2016,20.12,8
Western Bulldogs,R8,15/5/2016,2016,17.12,8
Adelaide,R9,21/5/2016,2016,22.17,9
Brisbane Lions,R9,22/5/2016,2016,9.14,9
Carlton,R9,21/5/2016,2016,6.1,9
Collingwood,R9,21/5/2016,2016,16.8,9
Essendon,R9,22/5/2016,2016,9.9,9
Fremantle,R9,21/5/2016,2016,6.9,9
Geelong,R9,21/5/2016,2016,11.14,9
Gold Coast,R9,21/5/2016,2016,11.8,9
Greater Western Sydney,R9,22/5/2016,2016,15.8,9
Hawthorn,R9,20/5/2016,2016,7.13,9
Melbourne,R9,22/5/2016,2016,19.17,9
North Melbourne,R9,21/5/2016,2016,17.11,9
Port Adelaide,R9,21/5/2016,2016,13.8,9
Richmond,R9,21/5/2016,2016,11.17,9
St Kilda,R9,22/5/2016,2016,16.13,9
Sydney,R9,20/5/2016,2016,10.9,9
West Coast,R9,21/5/2016,2016,14.1,9
Western Bulldogs,R9,22/5/2016,2016,10.13,9
Adelaide,R10,28/5/2016,2016,15.17,10
Brisbane Lions,R10,28/5/2016,2016,13.9,10
Carlton,R10,29/5/2016,2016,16.8,10
Collingwood,R10,29/5/2016,2016,7.11,10
Essendon,R10,28/5/2016,2016,10.7,10
Fremantle,R10,28/5/2016,2016,10.7,10
Geelong,R10,29/5/2016,2016,12.13,10
Gold Coast,R10,29/5/2016,2016,7.13,10
Greater Western Sydney,R10,28/5/2016,2016,13.7,10
Hawthorn,R10,28/5/2016,2016,21.9,10
Melbourne,R10,28/5/2016,2016,10.16,10
North Melbourne,R10,27/5/2016,2016,9.11,10
Port Adelaide,R10,28/5/2016,2016,18.13,10
Richmond,R10,28/5/2016,2016,16.9,10
St Kilda,R10,28/5/2016,2016,15.11,10
Sydney,R10,27/5/2016,2016,14.7,10
West Coast,R10,29/5/2016,2016,20.12,10
Western Bulldogs,R10,29/5/2016,2016,11.8,10
Adelaide,R11,5/6/2016,2016,19.19,11
Brisbane Lions,R11,4/6/2016,2016,9.1,11
Carlton,R11,4/6/2016,2016,16.6,11
Collingwood,R11,5/6/2016,2016,7.16,11
Essendon,R11,4/6/2016,2016,6.11,11
Fremantle,R11,4/6/2016,2016,20.6,11
Geelong,R11,4/6/2016,2016,14.14,11
Gold Coast,R11,4/6/2016,2016,6.5,11
Greater Western Sydney,R11,4/6/2016,2016,14.4,11
Hawthorn,R11,4/6/2016,2016,11.16,11
Melbourne,R11,4/6/2016,2016,10.4,11
North Melbourne,R11,3/6/2016,2016,18.16,11
Port Adelaide,R11,5/6/2016,2016,19.11,11
Richmond,R11,3/6/2016,2016,7.12,11
St Kilda,R11,5/6/2016,2016,6.9,11
Sydney,R11,4/6/2016,2016,11.13,11
West Coast,R11,5/6/2016,2016,11.9,11
Western Bulldogs,R11,5/6/2016,2016,12.11,11
Adelaide,R12,11/6/2016,2016,15.15,12
Brisbane Lions,R12,11/6/2016,2016,9.1,12
Carlton,R12,12/6/2016,2016,12.6,12
Collingwood,R12,13/6/2016,2016,8.1,12
Essendon,R12,10/6/2016,2016,6.7,12
Fremantle,R12,11/6/2016,2016,23.9,12
Geelong,R12,11/6/2016,2016,15.15,12
Gold Coast,R12,12/6/2016,2016,15.7,12
Greater Western Sydney,R12,12/6/2016,2016,15.15,12
Hawthorn,R12,10/6/2016,2016,23.13,12
Melbourne,R12,13/6/2016,2016,16.8,12
North Melbourne,R12,11/6/2016,2016,12.2,12
Port Adelaide,R12,11/6/2016,2016,14.13,12
Richmond,R12,12/6/2016,2016,17.12,12
St Kilda,R12,12/6/2016,2016,17.8,12
Sydney,R12,12/6/2016,2016,9.9,12
West Coast,R12,11/6/2016,2016,11.1,12
Western Bulldogs,R12,11/6/2016,2016,15.1,12
Brisbane Lions,R13,18/6/2016,2016,12.1,13
Essendon,R13,19/6/2016,2016,12.18,13
Fremantle,R13,18/6/2016,2016,12.14,13
Geelong,R13,18/6/2016,2016,16.4,13
Greater Western Sydney,R13,19/6/2016,2016,17.15,13
Hawthorn,R13,17/6/2016,2016,14.9,13
Melbourne,R13,19/6/2016,2016,4.7,13
North Melbourne,R13,17/6/2016,2016,11.18,13
Port Adelaide,R13,18/6/2016,2016,9.15,13
Sydney,R13,19/6/2016,2016,12.14,13
West Coast,R13,18/6/2016,2016,20.11,13
Western Bulldogs,R13,18/6/2016,2016,5.13,13
Adelaide,R14,23/6/2016,2016,12.28,14
Brisbane Lions,R14,25/6/2016,2016,11.9,14
Carlton,R14,25/6/2016,2016,9.11,14
Collingwood,R14,24/6/2016,2016,12.13,14
Fremantle,R14,24/6/2016,2016,5.7,14
Geelong,R14,25/6/2016,2016,13.12,14
Gold Coast,R14,26/6/2016,2016,8.12,14
Greater Western Sydney,R14,25/6/2016,2016,18.19,14
Hawthorn,R14,26/6/2016,2016,12.14,14
North Melbourne,R14,23/6/2016,2016,10.7,14
Richmond,R14,25/6/2016,2016,17.15,14
St Kilda,R14,25/6/2016,2016,14.9,14
Adelaide,R15,3/7/2016,2016,18.12,15
Carlton,R15,2/7/2016,2016,6.9,15
Collingwood,R15,2/7/2016,2016,8.9,15
Essendon,R15,30/6/2016,2016,7.1,15
Gold Coast,R15,2/7/2016,2016,15.18,15
Melbourne,R15,3/7/2016,2016,15.8,15
Port Adelaide,R15,1/7/2016,2016,14.1,15
Richmond,R15,1/7/2016,2016,8.8,15
St Kilda,R15,2/7/2016,2016,8.2,15
Sydney,R15,2/7/2016,2016,11.13,15
West Coast,R15,30/6/2016,2016,20.1,15
Western Bulldogs,R15,2/7/2016,2016,13.5,15
Adelaide,R16,10/7/2016,2016,16.11,16
Brisbane Lions,R16,9/7/2016,2016,17.11,16
Carlton,R16,10/7/2016,2016,7.5,16
Collingwood,R16,9/7/2016,2016,19.11,16
Essendon,R16,10/7/2016,2016,14.14,16
Fremantle,R16,9/7/2016,2016,8.7,16
Geelong,R16,8/7/2016,2016,9.6,16
Gold Coast,R16,9/7/2016,2016,22.7,16
Greater Western Sydney,R16,9/7/2016,2016,14.9,16
Hawthorn,R16,7/7/2016,2016,15.11,16
Melbourne,R16,9/7/2016,2016,12.15,16
North Melbourne,R16,10/7/2016,2016,11.6,16
Port Adelaide,R16,7/7/2016,2016,12.7,16
Richmond,R16,9/7/2016,2016,11.9,16
St Kilda,R16,10/7/2016,2016,17.7,16
Sydney,R16,8/7/2016,2016,15.8,16
West Coast,R16,10/7/2016,2016,16.8,16
Western Bulldogs,R16,9/7/2016,2016,12.13,16
Adelaide,R17,16/7/2016,2016,14.13,17
Brisbane Lions,R17,17/7/2016,2016,9.13,17
Carlton,R17,17/7/2016,2016,11.9,17
Collingwood,R17,16/7/2016,2016,10.9,17
Essendon,R17,16/7/2016,2016,11.17,17
Fremantle,R17,15/7/2016,2016,9.7,17
Geelong,R17,15/7/2016,2016,11.12,17
Gold Coast,R17,16/7/2016,2016,8.11,17
Greater Western Sydney,R17,17/7/2016,2016,22.14,17
Hawthorn,R17,14/7/2016,2016,11.9,17
Melbourne,R17,17/7/2016,2016,11.8,17
North Melbourne,R17,16/7/2016,2016,10.17,17
Port Adelaide,R17,16/7/2016,2016,16.9,17
Richmond,R17,16/7/2016,2016,16.6,17
St Kilda,R17,17/7/2016,2016,15.2,17
Sydney,R17,14/7/2016,2016,10.1,17
West Coast,R17,17/7/2016,2016,12.1,17
Western Bulldogs,R17,16/7/2016,2016,15.17,17
Adelaide,R18,23/7/2016,2016,7.13,18
Brisbane Lions,R18,24/7/2016,2016,20.8,18
Carlton,R18,23/7/2016,2016,10.8,18
Collingwood,R18,22/7/2016,2016,12.12,18
Essendon,R18,24/7/2016,2016,12.19,18
Fremantle,R18,23/7/2016,2016,12.9,18
Geelong,R18,23/7/2016,2016,12.13,18
Gold Coast,R18,23/7/2016,2016,16.9,18
Greater Western Sydney,R18,24/7/2016,2016,11.13,18
Hawthorn,R18,24/7/2016,2016,16.18,18
Melbourne,R18,23/7/2016,2016,8.12,18
North Melbourne,R18,22/7/2016,2016,18.16,18
Port Adelaide,R18,24/7/2016,2016,9.6,18
Richmond,R18,24/7/2016,2016,5.14,18
St Kilda,R18,23/7/2016,2016,11.9,18
Sydney,R18,23/7/2016,2016,10.14,18
West Coast,R18,23/7/2016,2016,10.6,18
Western Bulldogs,R18,23/7/2016,2016,9.6,18
Adelaide,R19,31/7/2016,2016,22.11,19
Brisbane Lions,R19,30/7/2016,2016,11.13,19
Carlton,R19,30/7/2016,2016,7.13,19
Collingwood,R19,30/7/2016,2016,13.13,19
Essendon,R19,31/7/2016,2016,9.7,19
Fremantle,R19,31/7/2016,2016,7.5,19
Geelong,R19,29/7/2016,2016,16.7,19
Gold Coast,R19,31/7/2016,2016,9.1,19
Greater Western Sydney,R19,30/7/2016,2016,17.9,19
Hawthorn,R19,30/7/2016,2016,10.14,19
Melbourne,R19,31/7/2016,2016,9.12,19
North Melbourne,R19,30/7/2016,2016,12.13,19
Port Adelaide,R19,30/7/2016,2016,25.23,19
Richmond,R19,30/7/2016,2016,3.5,19
St Kilda,R19,30/7/2016,2016,8.14,19
Sydney,R19,31/7/2016,2016,21.11,19
West Coast,R19,30/7/2016,2016,11.6,19
Western Bulldogs,R19,29/7/2016,2016,11.12,19
Adelaide,R20,6/8/2016,2016,27.15,20
Brisbane Lions,R20,6/8/2016,2016,6.3,20
Carlton,R20,7/8/2016,2016,7.9,20
Collingwood,R20,5/8/2016,2016,11.11,20
Essendon,R20,7/8/2016,2016,4.1,20
Fremantle,R20,7/8/2016,2016,9.1,20
Geelong,R20,7/8/2016,2016,15.1,20
Gold Coast,R20,6/8/2016,2016,13.6,20
Greater Western Sydney,R20,6/8/2016,2016,14.8,20
Hawthorn,R20,6/8/2016,2016,11.15,20
Melbourne,R20,6/8/2016,2016,17.8,20
North Melbourne,R20,6/8/2016,2016,7.5,20
Port Adelaide,R20,6/8/2016,2016,4.9,20
Richmond,R20,5/8/2016,2016,14.8,20
St Kilda,R20,7/8/2016,2016,19.8,20
Sydney,R20,6/8/2016,2016,14.16,20
West Coast,R20,7/8/2016,2016,17.8,20
Western Bulldogs,R20,6/8/2016,2016,9.7,20
Adelaide,R21,14/8/2016,2016,21.16,21
Brisbane Lions,R21,13/8/2016,2016,15.9,21
Carlton,R21,13/8/2016,2016,13.17,21
Collingwood,R21,12/8/2016,2016,14.8,21
Essendon,R21,14/8/2016,2016,11.9,21
Fremantle,R21,14/8/2016,2016,11.4,21
Geelong,R21,14/8/2016,2016,10.22,21
Gold Coast,R21,14/8/2016,2016,9.15,21
Greater Western Sydney,R21,13/8/2016,2016,14.12,21
Hawthorn,R21,13/8/2016,2016,14.12,21
Melbourne,R21,13/8/2016,2016,13.16,21
North Melbourne,R21,13/8/2016,2016,8.9,21
Port Adelaide,R21,13/8/2016,2016,8.6,21
Richmond,R21,14/8/2016,2016,12.6,21
St Kilda,R21,13/8/2016,2016,11.1,21
Sydney,R21,13/8/2016,2016,23.8,21
West Coast,R21,13/8/2016,2016,14.13,21
Western Bulldogs,R21,12/8/2016,2016,14.11,21
Adelaide,R22,20/8/2016,2016,15.19,22
Brisbane Lions,R22,21/8/2016,2016,10.9,22
Carlton,R22,21/8/2016,2016,11.12,22
Collingwood,R22,20/8/2016,2016,16.22,22
Essendon,R22,21/8/2016,2016,7.11,22
Fremantle,R22,20/8/2016,2016,5.7,22
Geelong,R22,21/8/2016,2016,19.15,22
Gold Coast,R22,20/8/2016,2016,6.11,22
Greater Western Sydney,R22,20/8/2016,2016,19.15,22
Hawthorn,R22,19/8/2016,2016,10.7,22
Melbourne,R22,21/8/2016,2016,7.16,22
North Melbourne,R22,20/8/2016,2016,10.16,22
Port Adelaide,R22,20/8/2016,2016,14.1,22
Richmond,R22,20/8/2016,2016,6.1,22
St Kilda,R22,20/8/2016,2016,7.13,22
Sydney,R22,20/8/2016,2016,12.13,22
West Coast,R22,19/8/2016,2016,13.14,22
Western Bulldogs,R22,21/8/2016,2016,14.9,22
Adelaide,R23,26/8/2016,2016,10.11,23
Brisbane Lions,R23,28/8/2016,2016,15.13,23
Carlton,R23,27/8/2016,2016,10.19,23
Collingwood,R23,28/8/2016,2016,17.9,23
Essendon,R23,27/8/2016,2016,15.13,23
Fremantle,R23,28/8/2016,2016,10.9,23
Geelong,R23,27/8/2016,2016,24.11,23
Gold Coast,R23,27/8/2016,2016,9.12,23
Greater Western Sydney,R23,27/8/2016,2016,14.16,23
Hawthorn,R23,28/8/2016,2016,17.1,23
Melbourne,R23,27/8/2016,2016,6.8,23
North Melbourne,R23,27/8/2016,2016,9.9,23
Port Adelaide,R23,27/8/2016,2016,13.11,23
Richmond,R23,27/8/2016,2016,7.9,23
St Kilda,R23,28/8/2016,2016,25.11,23
Sydney,R23,27/8/2016,2016,25.14,23
West Coast,R23,26/8/2016,2016,14.16,23
Western Bulldogs,R23,28/8/2016,2016,6.13,23
Adelaide,EF,10/9/2016,2016,21.15,25
North Melbourne,EF,10/9/2016,2016,12.7,25
West Coast,EF,8/9/2016,2016,7.1,25
Western Bulldogs,EF,8/9/2016,2016,14.15,25
Geelong,QF,9/9/2016,2016,12.13,26
Greater Western Sydney,QF,10/9/2016,2016,12.19,26
Hawthorn,QF,9/9/2016,2016,12.11,26
Sydney,QF,10/9/2016,2016,7.13,26
Adelaide,SF,17/9/2016,2016,12.1,27
Hawthorn,SF,16/9/2016,2016,12.12,27
Sydney,SF,17/9/2016,2016,18.1,27
Western Bulldogs,SF,16/9/2016,2016,16.11,27
Geelong,PF,23/9/2016,2016,8.12,28
Greater Western Sydney,PF,24/9/2016,2016,12.11,28
Sydney,PF,23/9/2016,2016,15.7,28
Western Bulldogs,PF,24/9/2016,2016,13.11,28
Sydney,GF,1/10/2016,2016,10.7,29
Western Bulldogs,GF,1/10/2016,2016,13.11,29
Adelaide,R1,26/3/2017,2017,22.15,1
Brisbane Lions,R1,25/3/2017,2017,15.8,1
Carlton,R1,23/3/2017,2017,14.5,1
Collingwood,R1,24/3/2017,2017,12.14,1
Essendon,R1,25/3/2017,2017,17.14,1
Fremantle,R1,26/3/2017,2017,10.13,1
Geelong,R1,26/3/2017,2017,18.7,1
Gold Coast,R1,25/3/2017,2017,14.12,1
Greater Western Sydney,R1,26/3/2017,2017,14.7,1
Hawthorn,R1,25/3/2017,2017,12.19,1
Melbourne,R1,25/3/2017,2017,18.12,1
North Melbourne,R1,26/3/2017,2017,13.15,1
Port Adelaide,R1,25/3/2017,2017,17.8,1
Richmond,R1,23/3/2017,2017,20.12,1
St Kilda,R1,25/3/2017,2017,13.12,1
Sydney,R1,25/3/2017,2017,12.1,1
West Coast,R1,26/3/2017,2017,21.1,1
Western Bulldogs,R1,24/3/2017,2017,15.1,1
Adelaide,R2,1/4/2017,2017,16.17,2
Brisbane Lions,R2,1/4/2017,2017,12.12,2
Carlton,R2,2/4/2017,2017,9.1,2
Collingwood,R2,30/3/2017,2017,11.14,2
Essendon,R2,1/4/2017,2017,17.9,2
Fremantle,R2,2/4/2017,2017,8.8,2
Geelong,R2,2/4/2017,2017,17.1,2
Gold Coast,R2,1/4/2017,2017,8.1,2
Greater Western Sydney,R2,1/4/2017,2017,24.16,2
Hawthorn,R2,1/4/2017,2017,13.11,2
Melbourne,R2,2/4/2017,2017,13.8,2
North Melbourne,R2,2/4/2017,2017,17.9,2
Port Adelaide,R2,2/4/2017,2017,22.13,2
Richmond,R2,30/3/2017,2017,14.15,2
St Kilda,R2,1/4/2017,2017,13.19,2
Sydney,R2,31/3/2017,2017,13.9,2
West Coast,R2,1/4/2017,2017,18.8,2
Western Bulldogs,R2,31/3/2017,2017,16.14,2
Adelaide,R3,8/4/2017,2017,15.1,3
Brisbane Lions,R3,9/4/2017,2017,11.1,3
Carlton,R3,9/4/2017,2017,7.15,3
Collingwood,R3,7/4/2017,2017,11.14,3
Essendon,R3,9/4/2017,2017,6.6,3
Fremantle,R3,8/4/2017,2017,13.11,3
Geelong,R3,8/4/2017,2017,20.6,3
Gold Coast,R3,9/4/2017,2017,21.13,3
Greater Western Sydney,R3,8/4/2017,2017,15.19,3
Hawthorn,R3,9/4/2017,2017,7.11,3
Melbourne,R3,8/4/2017,2017,13.19,3
North Melbourne,R3,8/4/2017,2017,10.7,3
Port Adelaide,R3,8/4/2017,2017,12.11,3
Richmond,R3,8/4/2017,2017,11.1,3
St Kilda,R3,9/4/2017,2017,14.23,3
Sydney,R3,7/4/2017,2017,11.13,3
West Coast,R3,8/4/2017,2017,8.17,3
Western Bulldogs,R3,8/4/2017,2017,10.13,3
Adelaide,R4,15/4/2017,2017,24.9,4
Brisbane Lions,R4,16/4/2017,2017,10.7,4
Carlton,R4,15/4/2017,2017,12.1,4
Collingwood,R4,16/4/2017,2017,7.13,4
Essendon,R4,15/4/2017,2017,13.1,4
Fremantle,R4,15/4/2017,2017,16.1,4
Geelong,R4,17/4/2017,2017,20.14,4
Gold Coast,R4,15/4/2017,2017,17.6,4
Greater Western Sydney,R4,15/4/2017,2017,16.16,4
Hawthorn,R4,17/4/2017,2017,6.12,4
Melbourne,R4,15/4/2017,2017,15.14,4
North Melbourne,R4,14/4/2017,2017,12.14,4
Port Adelaide,R4,15/4/2017,2017,11.15,4
Richmond,R4,16/4/2017,2017,17.17,4
St Kilda,R4,16/4/2017,2017,9.15,4
Sydney,R4,13/4/2017,2017,10.5,4
West Coast,R4,13/4/2017,2017,13.13,4
Western Bulldogs,R4,14/4/2017,2017,12.17,4
Adelaide,R5,22/4/2017,2017,23.15,5
Brisbane Lions,R5,22/4/2017,2017,14.6,5
Carlton,R5,21/4/2017,2017,6.11,5
Collingwood,R5,25/4/2017,2017,11.16,5
Essendon,R5,25/4/2017,2017,15.1,5
Fremantle,R5,22/4/2017,2017,9.13,5
Geelong,R5,23/4/2017,2017,19.12,5
Gold Coast,R5,22/4/2017,2017,13.8,5
Greater Western Sydney,R5,22/4/2017,2017,15.15,5
Hawthorn,R5,23/4/2017,2017,19.11,5
Melbourne,R5,24/4/2017,2017,11.9,5
North Melbourne,R5,22/4/2017,2017,9.8,5
Port Adelaide,R5,21/4/2017,2017,20.17,5
Richmond,R5,24/4/2017,2017,12.16,5
St Kilda,R5,23/4/2017,2017,13.1,5
Sydney,R5,22/4/2017,2017,9.9,5
West Coast,R5,23/4/2017,2017,11.9,5
Western Bulldogs,R5,22/4/2017,2017,17.2,5
Adelaide,R6,30/4/2017,2017,21.14,6
Brisbane Lions,R6,29/4/2017,2017,10.7,6
Carlton,R6,29/4/2017,2017,15.7,6
Collingwood,R6,30/4/2017,2017,15.17,6
Essendon,R6,30/4/2017,2017,10.14,6
Fremantle,R6,29/4/2017,2017,9.8,6
Geelong,R6,30/4/2017,2017,11.12,6
Gold Coast,R6,29/4/2017,2017,14.1,6
Greater Western Sydney,R6,28/4/2017,2017,11.9,6
Hawthorn,R6,29/4/2017,2017,8.7,6
Melbourne,R6,30/4/2017,2017,17.1,6
North Melbourne,R6,29/4/2017,2017,16.11,6
Port Adelaide,R6,29/4/2017,2017,22.18,6
Richmond,R6,30/4/2017,2017,10.4,6
St Kilda,R6,29/4/2017,2017,19.16,6
Sydney,R6,29/4/2017,2017,11.12,6
West Coast,R6,29/4/2017,2017,16.7,6
Western Bulldogs,R6,28/4/2017,2017,9.19,6
Adelaide,R7,6/5/2017,2017,13.8,7
Brisbane Lions,R7,7/5/2017,2017,12.9,7
Carlton,R7,6/5/2017,2017,12.7,7
Collingwood,R7,6/5/2017,2017,8.8,7
Essendon,R7,7/5/2017,2017,11.13,7
Fremantle,R7,7/5/2017,2017,17.14,7
Geelong,R7,6/5/2017,2017,15.9,7
Gold Coast,R7,6/5/2017,2017,18.16,7
Greater Western Sydney,R7,5/5/2017,2017,12.13,7
Hawthorn,R7,7/5/2017,2017,14.1,7
Melbourne,R7,7/5/2017,2017,14.7,7
North Melbourne,R7,6/5/2017,2017,22.13,7
Port Adelaide,R7,6/5/2017,2017,12.15,7
Richmond,R7,6/5/2017,2017,11.9,7
St Kilda,R7,5/5/2017,2017,16.12,7
Sydney,R7,7/5/2017,2017,20.15,7
West Coast,R7,6/5/2017,2017,15.7,7
Western Bulldogs,R7,6/5/2017,2017,11.14,7
Adelaide,R8,13/5/2017,2017,9.12,8
Brisbane Lions,R8,13/5/2017,2017,11.9,8
Carlton,R8,13/5/2017,2017,10.6,8
Collingwood,R8,13/5/2017,2017,15.9,8
Essendon,R8,13/5/2017,2017,17.8,8
Fremantle,R8,14/5/2017,2017,10.12,8
Geelong,R8,13/5/2017,2017,13.15,8
Gold Coast,R8,14/5/2017,2017,4.14,8
Greater Western Sydney,R8,13/5/2017,2017,15.12,8
Hawthorn,R8,13/5/2017,2017,17.11,8
Melbourne,R8,13/5/2017,2017,17.5,8
North Melbourne,R8,14/5/2017,2017,11.12,8
Port Adelaide,R8,14/5/2017,2017,16.14,8
Richmond,R8,14/5/2017,2017,10.1,8
St Kilda,R8,13/5/2017,2017,12.13,8
Sydney,R8,14/5/2017,2017,18.12,8
West Coast,R8,12/5/2017,2017,9.15,8
Western Bulldogs,R8,12/5/2017,2017,8.13,8
Adelaide,R9,20/5/2017,2017,21.14,9
Brisbane Lions,R9,20/5/2017,2017,7.18,9
Carlton,R9,21/5/2017,2017,7.9,9
Collingwood,R9,20/5/2017,2017,13.12,9
Essendon,R9,21/5/2017,2017,19.11,9
Fremantle,R9,21/5/2017,2017,13.8,9
Geelong,R9,19/5/2017,2017,16.8,9
Greater Western Sydney,R9,20/5/2017,2017,11.12,9
Hawthorn,R9,20/5/2017,2017,11.6,9
Melbourne,R9,21/5/2017,2017,13.12,9
North Melbourne,R9,21/5/2017,2017,15.14,9
Richmond,R9,20/5/2017,2017,10.15,9
St Kilda,R9,20/5/2017,2017,10.8,9
Sydney,R9,20/5/2017,2017,18.1,9
West Coast,R9,21/5/2017,2017,8.16,9
Western Bulldogs,R9,19/5/2017,2017,12.9,9
Adelaide,R10,27/5/2017,2017,20.23,10
Brisbane Lions,R10,28/5/2017,2017,13.6,10
Carlton,R10,28/5/2017,2017,15.6,10
Collingwood,R10,28/5/2017,2017,18.21,10
Essendon,R10,27/5/2017,2017,10.6,10
Fremantle,R10,27/5/2017,2017,6.7,10
Geelong,R10,25/5/2017,2017,11.15,10
Gold Coast,R10,27/5/2017,2017,13.9,10
Greater Western Sydney,R10,28/5/2017,2017,14.14,10
Hawthorn,R10,26/5/2017,2017,12.9,10
Melbourne,R10,27/5/2017,2017,18.14,10
North Melbourne,R10,28/5/2017,2017,17.11,10
Port Adelaide,R10,25/5/2017,2017,11.13,10
Richmond,R10,27/5/2017,2017,11.15,10
St Kilda,R10,27/5/2017,2017,7.8,10
Sydney,R10,26/5/2017,2017,11.9,10
West Coast,R10,28/5/2017,2017,14.6,10
Western Bulldogs,R10,27/5/2017,2017,13.12,10
Adelaide,R11,2/6/2017,2017,10.14,11
Collingwood,R11,4/6/2017,2017,15.15,11
Essendon,R11,3/6/2017,2017,15.11,11
Fremantle,R11,4/6/2017,2017,12.13,11
Geelong,R11,2/6/2017,2017,13.18,11
Gold Coast,R11,3/6/2017,2017,11.14,11
Greater Western Sydney,R11,3/6/2017,2017,18.9,11
Hawthorn,R11,1/6/2017,2017,7.5,11
North Melbourne,R11,3/6/2017,2017,9.12,11
Port Adelaide,R11,1/6/2017,2017,13.2,11
Richmond,R11,3/6/2017,2017,14.17,11
West Coast,R11,3/6/2017,2017,11.11,11
Adelaide,R12,9/6/2017,2017,16.15,12
Brisbane Lions,R12,10/6/2017,2017,18.13,12
Carlton,R12,11/6/2017,2017,10.11,12
Collingwood,R12,12/6/2017,2017,15.1,12
Essendon,R12,10/6/2017,2017,19.17,12
Fremantle,R12,10/6/2017,2017,9.1,12
Gold Coast,R12,10/6/2017,2017,13.17,12
Greater Western Sydney,R12,11/6/2017,2017,9.16,12
Hawthorn,R12,10/6/2017,2017,12.7,12
Melbourne,R12,12/6/2017,2017,15.14,12
Port Adelaide,R12,10/6/2017,2017,8.13,12
St Kilda,R12,9/6/2017,2017,7.12,12
Sydney,R12,8/6/2017,2017,12.16,12
Western Bulldogs,R12,8/6/2017,2017,6.6,12
Brisbane Lions,R13,17/6/2017,2017,12.9,13
Carlton,R13,17/6/2017,2017,12.11,13
Geelong,R13,15/6/2017,2017,10.1,13
Gold Coast,R13,17/6/2017,2017,11.7,13
Melbourne,R13,18/6/2017,2017,17.11,13
North Melbourne,R13,16/6/2017,2017,10.12,13
Port Adelaide,R13,17/6/2017,2017,18.13,13
Richmond,R13,17/6/2017,2017,10.11,13
St Kilda,R13,16/6/2017,2017,12.17,13
Sydney,R13,17/6/2017,2017,12.8,13
West Coast,R13,15/6/2017,2017,11.17,13
Western Bulldogs,R13,18/6/2017,2017,8.8,13
Adelaide,R14,22/6/2017,2017,12.1,14
Brisbane Lions,R14,24/6/2017,2017,12.14,14
Carlton,R14,25/6/2017,2017,8.1,14
Collingwood,R14,24/6/2017,2017,9.8,14
Essendon,R14,23/6/2017,2017,12.13,14
Fremantle,R14,25/6/2017,2017,11.6,14
Geelong,R14,25/6/2017,2017,10.14,14
Gold Coast,R14,25/6/2017,2017,10.12,14
Greater Western Sydney,R14,24/6/2017,2017,22.14,14
Hawthorn,R14,22/6/2017,2017,14.12,14
Melbourne,R14,24/6/2017,2017,15.9,14
